sale_id,product_id,salesman_id,customer_id,sale_date,commission_ratio
140,129,895,48,1990-05-20,0.379560601
141,21,986,48,1990-05-21,0.501974881
142,160,572,49,1990-05-22,0.321100885
143,139,98,50,1990-05-23,0.83047928
144,131,1092,50,1990-05-24,0.799537921
145,22,127,50,1990-05-25,0.701015855
146,75,296,50,1990-05-26,0.685856961
147,94,638,50,1990-05-27,0.706023278
148,87,732,51,1990-05-28,0.565295598
149,189,80,51,1990-05-29,0.377393215
150,83,4,51,1990-05-30,0.483638884
151,77,1055,52,1990-05-31,0.711507469
152,2,827,52,1990-06-01,0.303802861
153,167,191,52,1990-06-02,0.933790544
154,112,1107,52,1990-06-03,0.711392739
155,126,945,53,1990-06-04,0.132956599
156,128,798,53,1990-06-05,0.764522056
157,156,976,53,1990-06-06,0.600254635
158,2,915,53,1990-06-07,0.486535537
159,151,813,53,1990-06-08,0.62376805
160,125,781,54,1990-06-09,0.18494486
161,1,1090,54,1990-06-10,0.29375182
162,26,1018,54,1990-06-11,0.083523707
163,67,865,55,1990-06-12,0.342611434
164,169,486,55,1990-06-13,0.344064971
165,63,757,56,1990-06-14,0.813430319
166,8,431,56,1990-06-15,0.07867492
167,37,1066,56,1990-06-16,0.10790403
168,74,470,57,1990-06-17,0.457829308
169,40,531,57,1990-06-18,0.298726582
170,29,581,58,1990-06-19,0.685120404
171,130,189,58,1990-06-20,0.984162106
172,31,1032,58,1990-06-21,0.605581785
173,141,540,58,1990-06-22,0.931200371
174,35,332,58,1990-06-23,0.691734085
175,190,1208,59,1990-06-24,0.291859503
176,141,532,59,1990-06-25,0.267674682
177,83,1079,59,1990-06-26,0.757615195
178,135,482,59,1990-06-27,0.665477222
179,150,165,60,1990-06-28,0.462269818
180,43,669,60,1990-06-29,0.565435695
181,98,806,60,1990-06-30,0.687818841
182,116,1202,60,1990-07-01,0.379122679
183,133,679,61,1990-07-02,0.701360144
184,73,816,61,1990-07-03,0.114359519
185,25,799,62,1990-07-04,0.513392871
186,24,37,62,1990-07-05,0.81062899
187,143,718,63,1990-07-06,0.714006127
188,103,347,63,1990-07-07,0.194500732
189,41,933,63,1990-07-08,0.713144005
190,3,685,63,1990-07-09,0.531535854
191,154,167,63,1990-07-10,0.614121539
192,78,956,64,1990-07-11,0.116426209
193,43,200,64,1990-07-12,0.024143916
194,12,228,64,1990-07-13,0.362055454
195,132,639,65,1990-07-14,0.265228936
196,131,758,66,1990-07-15,0.447418497
197,70,932,67,1990-07-16,0.051985081
198,20,2,67,1990-07-17,0.353473451
199,74,856,67,1990-07-18,0.083428624
200,128,592,67,1990-07-19,0.149386607
201,34,1064,67,1990-07-20,0.145512638
202,16,768,68,1990-07-21,0.006632368
203,114,358,68,1990-07-22,0.129473037
204,53,210,68,1990-07-23,0.498771095
205,149,881,68,1990-07-24,0.054003446
206,195,123,69,1990-07-25,0.345319958
207,67,583,70,1990-07-26,0.457788091
208,180,110,70,1990-07-27,0.752917561
209,109,1160,70,1990-07-28,0.632771812
210,58,967,71,1990-07-29,0.017715709
211,122,293,71,1990-07-30,0.764109671
212,45,722,71,1990-07-31,0.816994702
213,126,922,71,1990-08-01,0.937209502
214,124,489,71,1990-08-02,0.605503346
215,189,874,72,1990-08-03,0.801346714
216,71,82,72,1990-08-04,0.142051143
217,122,510,72,1990-08-05,0.499161964
218,2,124,72,1990-08-06,0.227294212
219,192,615,73,1990-08-07,0.446461788
220,72,637,73,1990-08-08,0.351314589
221,77,66,73,1990-08-09,0.398342609
222,76,473,73,1990-08-10,0.846284315
223,77,991,73,1990-08-11,0.124065204
224,184,987,74,1990-08-12,0.443059501
225,104,211,74,1990-08-13,0.097214646
226,124,200,74,1990-08-14,0.295949172
227,41,561,74,1990-08-15,0.897967458
228,90,531,74,1990-08-16,0.570738881
229,190,1039,75,1990-08-17,0.672092422
230,89,804,76,1990-08-18,0.245030744
231,63,634,77,1990-08-19,0.21680628
232,72,745,77,1990-08-20,0.724011459
233,111,202,77,1990-08-21,0.520353619
234,192,945,78,1990-08-22,0.204660546
235,15,1191,78,1990-08-23,0.922537673
236,141,581,78,1990-08-24,0.910284228
237,26,63,79,1990-08-25,0.661475232
238,20,289,79,1990-08-26,0.019515758
239,87,386,79,1990-08-27,0.098360333
240,164,469,80,1990-08-28,0.640441635
241,91,399,80,1990-08-29,0.009498612
242,179,538,80,1990-08-30,0.881251248
243,189,954,80,1990-08-31,0.823427234
244,152,292,81,1990-09-01,0.394175329
245,112,1142,81,1990-09-02,0.057499468
246,39,511,81,1990-09-03,0.257350889
247,178,1149,82,1990-09-04,0.173701572
248,73,745,82,1990-09-05,0.360684259
249,164,491,82,1990-09-06,0.758412599
250,29,137,82,1990-09-07,0.1700935
251,18,1120,83,1990-09-08,0.767207685
252,66,852,83,1990-09-09,0.990673492
253,180,657,83,1990-09-10,0.365257733
254,127,353,84,1990-09-11,0.378193814
255,6,567,84,1990-09-12,0.287882898
256,157,182,84,1990-09-13,0.695124718
257,19,942,84,1990-09-14,0.888468276
258,122,128,85,1990-09-15,0.132060583
259,113,524,85,1990-09-16,0.598458614
260,164,442,85,1990-09-17,0.90663771
261,170,80,85,1990-09-18,0.5052424
262,7,298,86,1990-09-19,0.849238423
263,26,54,86,1990-09-20,0.676651702
264,153,751,86,1990-09-21,0.193480244
265,103,577,87,1990-09-22,0.923334056
266,38,260,88,1990-09-23,0.748973545
267,36,129,88,1990-09-24,0.294966448
268,93,686,89,1990-09-25,0.064933712
269,119,396,89,1990-09-26,0.865928965
270,47,456,90,1990-09-27,0.563795263
271,8,652,90,1990-09-28,0.116057909
272,45,905,91,1990-09-29,0.594543864
273,112,1182,91,1990-09-30,0.609050332
274,40,635,91,1990-10-01,0.395747829
275,3,1154,92,1990-10-02,0.792734205
276,62,1208,92,1990-10-03,0.005161934
277,187,303,92,1990-10-04,0.302931753
278,53,535,92,1990-10-05,0.421355417
279,195,59,92,1990-10-06,0.037307814
280,27,16,93,1990-10-07,0.454622985
281,150,633,93,1990-10-08,0.652323538
282,102,1139,94,1990-10-09,0.971594338
283,9,24,94,1990-10-10,0.141065987
284,198,568,94,1990-10-11,0.700806142
285,33,928,95,1990-10-12,0.29702382
286,71,427,95,1990-10-13,0.68464536
287,185,813,95,1990-10-14,0.118118842
288,69,318,95,1990-10-15,0.603356002
289,68,1079,95,1990-10-16,0.086476465
290,12,1152,96,1990-10-17,0.853056368
291,129,687,96,1990-10-18,0.568615799
292,90,223,96,1990-10-19,0.768751639
293,111,229,97,1990-10-20,0.067064691
294,166,1073,97,1990-10-21,0.979578704
295,138,890,98,1990-10-22,0.635657471
296,119,541,99,1990-10-23,0.191250347
297,167,14,100,1990-10-24,0.324165559
298,199,396,101,1990-10-25,0.375877224
299,51,825,102,1990-10-26,0.314956069
300,104,44,102,1990-10-27,0.615245347
301,78,1180,102,1990-10-28,0.687754618
302,160,682,102,1990-10-29,0.93936
303,145,69,102,1990-10-30,0.269627775
304,191,661,103,1990-10-31,0.263159476
305,37,628,104,1990-11-01,0.396079779
306,120,1210,105,1990-11-02,0.084653922
307,47,845,106,1990-11-03,0.348208488
308,5,972,106,1990-11-04,0.737312559
309,91,374,106,1990-11-05,0.610618337
310,6,855,107,1990-11-06,0.011711315
311,54,561,108,1990-11-07,0.048458634
312,51,487,108,1990-11-08,0.742666238
313,115,1065,108,1990-11-09,0.807705948
314,2,438,109,1990-11-10,0.551619929
315,56,495,109,1990-11-11,0.528531809
316,85,419,109,1990-11-12,0.727575778
317,152,695,109,1990-11-13,0.024076626
318,198,149,110,1990-11-14,0.30291262
319,110,1055,111,1990-11-15,0.877104648
320,150,661,111,1990-11-16,0.274187497
321,196,412,111,1990-11-17,0.471402281
322,50,643,112,1990-11-18,0.878762377
323,19,635,113,1990-11-19,0.932182449
324,43,838,113,1990-11-20,0.684086595
325,33,477,113,1990-11-21,0.320889286
326,13,1173,113,1990-11-22,0.868306322
327,85,837,113,1990-11-23,0.127842099
328,38,70,114,1990-11-24,0.184373294
329,167,731,114,1990-11-25,0.607082304
330,37,950,115,1990-11-26,0.821911992
331,21,388,115,1990-11-27,0.173134878
332,24,485,116,1990-11-28,0.013018967
333,105,233,117,1990-11-29,0.225741421
334,180,847,118,1990-11-30,0.053070427
335,31,13,118,1990-12-01,0.826969573
336,76,208,119,1990-12-02,0.466989463
337,86,661,119,1990-12-03,0.866094576
338,29,350,119,1990-12-04,0.155204117
339,86,530,119,1990-12-05,0.712504032
340,77,153,120,1990-12-06,0.152422352
341,179,468,120,1990-12-07,0.248565805
342,155,445,120,1990-12-08,0.120745559
343,32,112,120,1990-12-09,0.953940422
344,83,786,121,1990-12-10,0.486880996
345,164,236,121,1990-12-11,0.85106282
346,88,769,121,1990-12-12,0.849587759
347,64,1189,122,1990-12-13,0.581146288
348,78,513,122,1990-12-14,0.199859903
349,38,873,123,1990-12-15,0.303647108
350,91,1013,123,1990-12-16,0.247320566
351,185,88,123,1990-12-17,0.024495602
352,63,858,123,1990-12-18,0.774443674
353,34,70,124,1990-12-19,0.63526757
354,51,855,124,1990-12-20,0.882395313
355,154,77,124,1990-12-21,0.417911933
356,91,1187,124,1990-12-22,0.055340271
357,170,1115,124,1990-12-23,0.427716293
358,78,1026,125,1990-12-24,0.070130482
359,145,230,126,1990-12-25,0.025940464
360,33,80,127,1990-12-26,0.915460907
361,27,519,127,1990-12-27,0.46010878
362,138,943,127,1990-12-28,0.404313955
363,94,714,127,1990-12-29,0.248329661
364,109,1194,128,1990-12-30,0.473671459
365,198,961,128,1990-12-31,0.144203138
366,193,1145,128,1991-01-01,0.390180203
367,113,354,128,1991-01-02,0.678892434
368,190,890,129,1991-01-03,0.757949384
369,118,571,129,1991-01-04,0.7317318
370,64,998,130,1991-01-05,0.412580255
371,185,576,130,1991-01-06,0.631842615
372,169,1087,130,1991-01-07,0.477488561
373,55,1118,131,1991-01-08,0.219607375
374,179,1043,131,1991-01-09,0.591664472
375,140,459,131,1991-01-10,0.446046463
376,162,1037,131,1991-01-11,0.246325316
377,19,75,132,1991-01-12,0.818690301
378,133,1192,132,1991-01-13,0.525562405
379,159,150,133,1991-01-14,0.974509618
380,106,1092,133,1991-01-15,0.136014551
381,188,217,133,1991-01-16,0.929891541
382,124,610,133,1991-01-17,0.266982561
383,114,833,134,1991-01-18,0.976244604
384,13,517,134,1991-01-19,0.143718406
385,194,722,135,1991-01-20,0.670353371
386,134,145,136,1991-01-21,0.53122513
387,171,1147,136,1991-01-22,0.563881623
388,172,634,136,1991-01-23,0.112899709
389,98,624,137,1991-01-24,0.937714382
390,182,1174,137,1991-01-25,0.724026523
391,1,447,137,1991-01-26,0.987295631
392,94,482,138,1991-01-27,0.864433577
393,131,665,139,1991-01-28,0.494738537
394,127,1134,139,1991-01-29,0.333233503
395,150,582,139,1991-01-30,0.22789331
396,46,638,140,1991-01-31,0.184236062
397,74,1203,140,1991-02-01,0.718390201
398,91,806,140,1991-02-02,0.175264978
399,32,179,140,1991-02-03,0.995375434
400,13,51,140,1991-02-04,0.437969864
401,10,115,141,1991-02-05,0.904095011
402,175,538,141,1991-02-06,0.402124647
403,94,838,141,1991-02-07,0.993881222
404,193,322,142,1991-02-08,0.75538801
405,133,1087,143,1991-02-09,0.478109133
406,156,756,144,1991-02-10,0.914392293
407,39,434,145,1991-02-11,0.728550376
408,29,396,145,1991-02-12,0.341512247
409,93,35,146,1991-02-13,0.896199563
410,119,1195,147,1991-02-14,0.829473518
411,41,1095,147,1991-02-15,0.300430294
412,16,455,147,1991-02-16,0.490252684
413,180,602,147,1991-02-17,0.473014511
414,56,1057,147,1991-02-18,0.614417983
415,200,660,148,1991-02-19,0.567059701
416,163,630,148,1991-02-20,0.014858976
417,15,319,148,1991-02-21,0.092415046
418,123,195,148,1991-02-22,0.353339747
419,153,685,148,1991-02-23,0.565402856
420,96,796,149,1991-02-24,0.565698688
421,186,113,149,1991-02-25,0.172836017
422,15,147,149,1991-02-26,0.055088988
423,106,57,150,1991-02-27,0.365347936
424,172,526,150,1991-02-28,0.781252544
425,101,196,150,1991-03-01,0.625715981
426,71,641,150,1991-03-02,0.60970842
427,14,685,150,1991-03-03,0.804223028
428,157,901,151,1991-03-04,0.916801738
429,94,472,151,1991-03-05,0.318528861
430,191,443,151,1991-03-06,0.195543101
431,35,147,151,1991-03-07,0.790811679
432,138,710,151,1991-03-08,0.924226973
433,147,1027,152,1991-03-09,0.624769039
434,3,622,152,1991-03-10,0.675344782
435,10,184,152,1991-03-11,0.205856908
436,187,388,152,1991-03-12,0.286975257
437,69,1102,153,1991-03-13,0.461845336
438,177,96,153,1991-03-14,0.108493524
439,75,644,153,1991-03-15,0.337255295
440,45,959,153,1991-03-16,0.701936611
441,194,678,153,1991-03-17,0.709525459
442,142,241,154,1991-03-18,0.024834659
443,93,182,154,1991-03-19,0.302463972
444,24,634,154,1991-03-20,0.053957647
445,79,450,155,1991-03-21,0.140575767
446,123,928,155,1991-03-22,0.329093492
447,137,484,155,1991-03-23,0.769518095
448,34,1172,156,1991-03-24,0.113096823
449,10,863,156,1991-03-25,0.654926195
450,54,147,156,1991-03-26,0.861177488
451,23,371,157,1991-03-27,0.565506846
452,79,896,157,1991-03-28,0.411211004
453,64,461,157,1991-03-29,0.521529924
454,19,1028,158,1991-03-30,0.155761528
455,105,941,158,1991-03-31,0.117763799
456,115,725,158,1991-04-01,0.657070548
457,121,439,158,1991-04-02,0.624416752
458,177,443,158,1991-04-03,0.966597279
459,101,161,159,1991-04-04,0.177684321
460,189,724,160,1991-04-05,0.477291801
461,110,962,161,1991-04-06,0.608878174
462,81,629,161,1991-04-07,0.648402362
463,96,1131,161,1991-04-08,0.775882582
464,18,115,161,1991-04-09,0.596831281
465,150,945,161,1991-04-10,0.140386473
466,22,415,162,1991-04-11,0.731732385
467,198,495,162,1991-04-12,0.414887409
468,139,1143,163,1991-04-13,0.082187
469,194,637,163,1991-04-14,0.488626671
470,11,502,163,1991-04-15,0.673852195
471,198,946,163,1991-04-16,0.221151218
472,40,144,163,1991-04-17,0.62427578
473,142,147,164,1991-04-18,0.000332151
474,103,435,164,1991-04-19,0.683448441
475,157,463,164,1991-04-20,0.384578804
476,10,956,164,1991-04-21,0.595707627
477,127,344,164,1991-04-22,0.62282983
478,168,104,165,1991-04-23,0.042816563
479,87,79,165,1991-04-24,0.041085197
480,198,157,166,1991-04-25,0.096229656
481,66,1030,166,1991-04-26,0.75238388
482,37,91,166,1991-04-27,0.818924013
483,171,318,166,1991-04-28,0.139752979
484,156,1144,167,1991-04-29,0.115334936
485,150,1095,167,1991-04-30,0.988089943
486,177,924,167,1991-05-01,0.235807193
487,70,928,167,1991-05-02,0.419838676
488,64,1189,168,1991-05-03,0.622018503
489,55,333,168,1991-05-04,0.074805579
490,1,1063,168,1991-05-05,0.437545929
491,65,573,168,1991-05-06,0.0159578
492,105,870,168,1991-05-07,0.182135386
493,150,763,169,1991-05-08,0.29133545
494,176,342,170,1991-05-09,0.612584335
495,177,1085,170,1991-05-10,0.422165537
496,12,719,170,1991-05-11,0.21713586
497,83,130,171,1991-05-12,0.481993667
498,102,755,171,1991-05-13,0.520672066
499,187,1204,172,1991-05-14,0.029063163
500,106,92,172,1991-05-15,0.243301879
501,85,438,172,1991-05-16,0.699613116
502,191,140,172,1991-05-17,0.955091793
503,51,41,172,1991-05-18,0.160305988
504,183,159,173,1991-05-19,0.798313174
505,178,1073,173,1991-05-20,0.454027395
506,28,746,174,1991-05-21,0.750716921
507,64,161,174,1991-05-22,0.57459423
508,176,350,174,1991-05-23,0.607717637
509,159,990,174,1991-05-24,0.106709002
510,150,457,174,1991-05-25,0.790795216
511,182,1190,175,1991-05-26,0.641494095
512,161,279,176,1991-05-27,0.550665204
513,146,148,176,1991-05-28,0.694988034
514,1,720,176,1991-05-29,0.560169929
515,155,235,176,1991-05-30,0.368388008
516,105,1098,177,1991-05-31,0.183645395
517,155,278,177,1991-06-01,0.702440254
518,10,1173,178,1991-06-02,0.311355687
519,46,957,178,1991-06-03,0.510956888
520,181,993,178,1991-06-04,0.723743463
521,98,719,178,1991-06-05,0.342855032
522,39,503,178,1991-06-06,0.789634841
523,75,855,179,1991-06-07,0.637280143
524,9,1119,179,1991-06-08,0.832668146
525,71,233,180,1991-06-09,0.416160718
526,9,474,180,1991-06-10,0.770153203
527,179,395,180,1991-06-11,0.605460411
528,197,1188,180,1991-06-12,0.823553297
529,32,505,181,1991-06-13,0.874015379
530,28,528,181,1991-06-14,0.973194868
531,146,957,181,1991-06-15,0.484141698
532,33,237,181,1991-06-16,0.031087834
533,12,158,181,1991-06-17,0.283398059
534,90,1083,182,1991-06-18,0.811510476
535,73,235,182,1991-06-19,0.995932567
536,38,269,182,1991-06-20,0.57574639
537,179,369,183,1991-06-21,0.149187957
538,197,646,183,1991-06-22,0.910290112
539,151,843,183,1991-06-23,0.553697359
540,165,233,184,1991-06-24,0.499988743
541,12,864,184,1991-06-25,0.666196612
542,47,429,185,1991-06-26,0.381367558
543,72,552,185,1991-06-27,0.863960814
544,18,878,185,1991-06-28,0.997059501
545,117,725,185,1991-06-29,0.029799333
546,107,570,185,1991-06-30,0.10049153
547,166,1077,186,1991-07-01,0.133782097
548,52,614,187,1991-07-02,0.027208694
549,5,14,187,1991-07-03,0.859070615
550,23,743,187,1991-07-04,0.61924073
551,42,33,187,1991-07-05,0.909694541
552,131,408,187,1991-07-06,0.860143847
553,185,45,188,1991-07-07,0.151743814
554,55,1177,188,1991-07-08,0.183162337
555,107,654,188,1991-07-09,0.226762381
556,14,527,189,1991-07-10,0.916303922
557,104,396,189,1991-07-11,0.51388825
558,174,87,190,1991-07-12,0.829969166
559,149,759,190,1991-07-13,0.844637279
560,103,5,190,1991-07-14,0.523747828
561,50,1102,191,1991-07-15,0.610077848
562,52,765,191,1991-07-16,0.21450402
563,66,640,191,1991-07-17,0.541232027
564,82,173,192,1991-07-18,0.408681842
565,79,1066,192,1991-07-19,0.350932641
566,151,607,193,1991-07-20,0.877214738
567,145,252,193,1991-07-21,0.536231613
568,61,338,193,1991-07-22,0.326351152
569,84,670,193,1991-07-23,0.944038128
570,119,610,194,1991-07-24,0.378989363
571,181,551,194,1991-07-25,0.940824542
572,82,460,194,1991-07-26,0.054976503
573,108,626,194,1991-07-27,0.368541207
574,100,689,194,1991-07-28,0.690366039
575,97,905,195,1991-07-29,0.676693505
576,62,1037,196,1991-07-30,0.260462991
577,79,460,196,1991-07-31,0.448243014
578,152,316,197,1991-08-01,0.353315888
579,73,926,197,1991-08-02,0.283614422
580,74,1115,197,1991-08-03,0.711511279
581,96,661,197,1991-08-04,0.371311508
582,167,797,197,1991-08-05,0.949850986
583,1,477,198,1991-08-06,0.870591717
584,10,539,198,1991-08-07,0.824669971
585,191,89,198,1991-08-08,0.637986068
586,183,1191,198,1991-08-09,0.369172722
587,141,599,198,1991-08-10,0.901596818
588,144,455,199,1991-08-11,0.282040513
589,177,128,199,1991-08-12,0.823453161
590,138,232,199,1991-08-13,0.403708557
591,138,20,200,1991-08-14,0.569334667
592,160,620,200,1991-08-15,0.294985551
593,60,695,200,1991-08-16,0.177072836
594,31,973,201,1991-08-17,0.095563965
595,19,130,201,1991-08-18,0.815165863
596,117,896,201,1991-08-19,0.84033032
597,56,696,201,1991-08-20,0.843191223
598,97,259,201,1991-08-21,0.509841317
599,195,1041,202,1991-08-22,0.955247463
600,71,203,202,1990-01-01,0.395691656
601,160,145,203,1990-01-02,0.174152777
602,12,368,203,1990-01-03,0.210525984
603,183,1177,203,1990-01-04,0.102835871
604,1,435,204,1990-01-05,0.119385291
605,52,777,204,1990-01-06,0.307194519
606,165,339,204,1990-01-07,0.97289159
607,28,259,205,1990-01-08,0.048431034
608,72,884,205,1990-01-09,0.686402181
609,128,461,206,1990-01-10,0.468485331
610,136,690,206,1990-01-11,0.605775226
611,51,847,207,1990-01-12,0.555451362
612,22,220,208,1990-01-13,0.650823417
613,152,217,208,1990-01-14,0.877839987
614,121,118,208,1990-01-15,0.691951275
615,57,255,209,1990-01-16,0.7770613
616,146,219,209,1990-01-17,0.249421332
617,160,240,209,1990-01-18,0.328555954
618,66,253,209,1990-01-19,0.195918143
619,94,230,210,1990-01-20,0.661276099
620,47,446,210,1990-01-21,0.049054075
621,158,411,211,1990-01-22,0.615416633
622,114,144,211,1990-01-23,0.930759244
623,121,1146,211,1990-01-24,0.570188658
624,28,521,211,1990-01-25,0.597556777
625,48,415,211,1990-01-26,0.126053016
626,188,1086,212,1990-01-27,0.82974438
627,17,898,212,1990-01-28,0.29315231
628,31,900,213,1990-01-29,0.809342808
629,165,310,213,1990-01-30,0.863418176
630,153,977,213,1990-01-31,0.501395368
631,174,109,214,1990-02-01,0.751368215
632,153,86,214,1990-02-02,0.228359676
633,9,2,214,1990-02-03,0.075070282
634,101,621,214,1990-02-04,0.061302278
635,13,1037,215,1990-02-05,0.926659352
636,67,239,215,1990-02-06,0.737066491
637,34,834,215,1990-02-07,0.359441216
638,141,1101,215,1990-02-08,0.709589204
639,77,985,215,1990-02-09,0.687726181
640,161,700,216,1990-02-10,0.47638159
641,137,738,216,1990-02-11,0.281874711
642,144,922,216,1990-02-12,0.860526719
643,65,824,217,1990-02-13,0.858242841
644,135,1083,217,1990-02-14,0.898615864
645,144,1198,217,1990-02-15,0.130127296
646,38,1162,218,1990-02-16,0.931107152
647,68,1202,219,1990-02-17,0.767122398
648,181,1163,219,1990-02-18,0.998368849
649,175,251,219,1990-02-19,0.151161598
650,171,818,219,1990-02-20,0.356531492
651,9,90,220,1990-02-21,0.881910763
652,85,426,220,1990-02-22,0.640305759
653,97,1109,220,1990-02-23,0.439658095
654,135,396,220,1990-02-24,0.070516573
655,37,456,220,1990-02-25,0.316397872
656,4,1213,221,1990-02-26,0.238626124
657,129,240,222,1990-02-27,0.449112441
658,109,370,222,1990-02-28,0.333495429
